year,sector,discipline,status,total
2014,Institutt,Samfunnsvitenskap,grønn,72
2014,Institutt,Humaniora,grønn,41
2014,Helse,Realfag og teknologi,grønn,195
2014,Helse,Medisin og helsefag,grønn,181
2014,Helse,Samfunnsvitenskap,grønn,131
2014,Helse,Humaniora,grønn,76
2014,Alle,Alle,deponert,3
2014,UH,Alle,deponert,2
2014,Institutt,Alle,deponert,0
2014,Helse,Alle,deponert,0
2014,Alle,Realfag og teknologi,deponert,1
2014,Alle,Medisin og helsefag,deponert,1
2014,Alle,Samfunnsvitenskap,deponert,1
2014,Alle,Humaniora,deponert,0
2014,UH,Realfag og teknologi,deponert,1
2014,UH,Medisin og helsefag,deponert,1
2014,UH,Samfunnsvitenskap,deponert,0
2014,UH,Humaniora,deponert,0
2014,Institutt,Realfag og teknologi,deponert,0
2014,Institutt,Medisin og helsefag,deponert,0
2014,Institutt,Samfunnsvitenskap,deponert,0
2014,Institutt,Humaniora,deponert,0
2014,Helse,Realfag og teknologi,deponert,0
2014,Helse,Medisin og helsefag,deponert,0
2014,Helse,Samfunnsvitenskap,deponert,0
2014,Helse,Humaniora,deponert,0
2014,Alle,Alle,lukket,10231
2014,UH,Alle,lukket,6856
2014,Institutt,Alle,lukket,1886
2014,Helse,Alle,lukket,1392
2014,Alle,Realfag og teknologi,lukket,3788
2014,Alle,Medisin og helsefag,lukket,2754
2014,Alle,Samfunnsvitenskap,lukket,2116
2014,Alle,Humaniora,lukket,1424
2014,UH,Realfag og teknologi,lukket,2907
2014,UH,Medisin og helsefag,lukket,1988
2014,UH,Samfunnsvitenskap,lukket,1400
2014,UH,Humaniora,lukket,918
2014,Institutt,Realfag og teknologi,lukket,667
2014,Institutt,Medisin og helsefag,lukket,520
2014,Institutt,Samfunnsvitenskap,lukket,436
2014,Institutt,Humaniora,lukket,277
2014,Helse,Realfag og teknologi,lukket,530
2014,Helse,Medisin og helsefag,lukket,347
2014,Helse,Samfunnsvitenskap,lukket,336
2014,Helse,Humaniora,lukket,209
2015,Alle,Alle,diamant,718
2015,UH,Alle,diamant,547
2015,Institutt,Alle,diamant,77
2015,Helse,Alle,diamant,110
2015,Alle,Realfag og teknologi,diamant,234
2015,Alle,Medisin og helsefag,diamant,187
2015,Alle,Samfunnsvitenskap,diamant,174
2015,Alle,Humaniora,diamant,110
2015,UH,Realfag og teknologi,diamant,205
2015,UH,Medisin og helsefag,diamant,125
2015,UH,Samfunnsvitenskap,diamant,124
2015,UH,Humaniora,diamant,74
2015,Institutt,Realfag og teknologi,diamant,25
2015,Institutt,Medisin og helsefag,diamant,17
2015,Institutt,Samfunnsvitenskap,diamant,18
2015,Institutt,Humaniora,diamant,11
2015,Helse,Realfag og teknologi,diamant,35
2015,Helse,Medisin og helsefag,diamant,28
2015,Helse,Samfunnsvitenskap,diamant,26
2015,Helse,Humaniora,diamant,16
2015,Alle,Alle,gull,2957
2015,UH,Alle,gull,2187
2015,Institutt,Alle,gull,403
2015,Helse,Alle,gull,474
2015,Alle,Realfag og teknologi,gull,1170
2015,Alle,Medisin og helsefag,gull,1003
2015,Alle,Samfunnsvitenskap,gull,468
2015,Alle,Humaniora,gull,246
2015,UH,Realfag og teknologi,gull,851
2015,UH,Medisin og helsefag,gull,690
2015,UH,Samfunnsvitenskap,gull,369
2015,UH,Humaniora,gull,167
2015,Institutt,Realfag og teknologi,gull,152
2015,Institutt,Medisin og helsefag,gull,121
2015,Institutt,Samfunnsvitenskap,gull,60
2015,Institutt,Humaniora,gull,33
2015,Helse,Realfag og teknologi,gull,217
2015,Helse,Medisin og helsefag,gull,178
2015,Helse,Samfunnsvitenskap,gull,91
2015,Helse,Humaniora,gull,41
2015,Alle,Alle,hybrid,1266
2015,UH,Alle,hybrid,867
2015,Institutt,Alle,hybrid,168
2015,Helse,Alle,hybrid,172
2015,Alle,Realfag og teknologi,hybrid,561
2015,Alle,Medisin og helsefag,hybrid,396
2015,Alle,Samfunnsvitenskap,hybrid,266
2015,Alle,Humaniora,hybrid,107
2015,UH,Realfag og teknologi,hybrid,361
2015,UH,Medisin og helsefag,hybrid,260
2015,UH,Samfunnsvitenskap,hybrid,168
2015,UH,Humaniora,hybrid,77
2015,Institutt,Realfag og teknologi,hybrid,80
2015,Institutt,Medisin og helsefag,hybrid,52
2015,Institutt,Samfunnsvitenskap,hybrid,36
2015,Institutt,Humaniora,hybrid,13
2015,Helse,Realfag og teknologi,hybrid,81
2015,Helse,Medisin og helsefag,hybrid,57
2015,Helse,Samfunnsvitenskap,hybrid,39
2015,Helse,Humaniora,hybrid,15
2015,Alle,Alle,hybrid_avtale,0
2015,UH,Alle,hybrid_avtale,0
2015,Institutt,Alle,hybrid_avtale,0
2015,Helse,Alle,hybrid_avtale,0
2015,Alle,Realfag og teknologi,hybrid_avtale,0
2015,Alle,Medisin og helsefag,hybrid_avtale,0
2015,Alle,Samfunnsvitenskap,hybrid_avtale,0
2015,Alle,Humaniora,hybrid_avtale,0
2015,UH,Realfag og teknologi,hybrid_avtale,0
2015,UH,Medisin og helsefag,hybrid_avtale,0
2015,UH,Samfunnsvitenskap,hybrid_avtale,0
2015,UH,Humaniora,hybrid_avtale,0
2015,Institutt,Realfag og teknologi,hybrid_avtale,0
2015,Institutt,Medisin og helsefag,hybrid_avtale,0
2015,Institutt,Samfunnsvitenskap,hybrid_avtale,0
2015,Institutt,Humaniora,hybrid_avtale,0
2015,Helse,Realfag og teknologi,hybrid_avtale,0
2015,Helse,Medisin og helsefag,hybrid_avtale,0
2015,Helse,Samfunnsvitenskap,hybrid_avtale,0
2015,Helse,Humaniora,hybrid_avtale,0
2015,Alle,Alle,grønn,2965
2015,UH,Alle,grønn,1826
2015,Institutt,Alle,grønn,341
2015,Helse,Alle,grønn,637
2015,Alle,Realfag og teknologi,grønn,1122
2015,Alle,Medisin og helsefag,grønn,948
2015,Alle,Samfunnsvitenskap,grønn,632
2015,Alle,Humaniora,grønn,363
2015,UH,Realfag og teknologi,grønn,690
2015,UH,Medisin og helsefag,grønn,644
2015,UH,Samfunnsvitenskap,grønn,434
2015,UH,Humaniora,grønn,255
2015,Institutt,Realfag og teknologi,grønn,118
2015,Institutt,Medisin og helsefag,grønn,117
2015,Institutt,Samfunnsvitenskap,grønn,73
2015,Institutt,Humaniora,grønn,47
2015,Helse,Realfag og teknologi,grønn,224
2015,Helse,Medisin og helsefag,grønn,180
2015,Helse,Samfunnsvitenskap,grønn,142
2015,Helse,Humaniora,grønn,82
2015,Alle,Alle,deponert,3
2015,UH,Alle,deponert,2
2015,Institutt,Alle,deponert,0
2015,Helse,Alle,deponert,0
2015,Alle,Realfag og teknologi,deponert,1
2015,Alle,Medisin og helsefag,deponert,1
2015,Alle,Samfunnsvitenskap,deponert,1
2015,Alle,Humaniora,deponert,0
2015,UH,Realfag og teknologi,deponert,1
2015,UH,Medisin og helsefag,deponert,1
2015,UH,Samfunnsvitenskap,deponert,0
2015,UH,Humaniora,deponert,0
2015,Institutt,Realfag og teknologi,deponert,0
2015,Institutt,Medisin og helsefag,deponert,0
2015,Institutt,Samfunnsvitenskap,deponert,0
2015,Institutt,Humaniora,deponert,0
2015,Helse,Realfag og teknologi,deponert,0
2015,Helse,Medisin og helsefag,deponert,0
2015,Helse,Samfunnsvitenskap,deponert,0
2015,Helse,Humaniora,deponert,0
2015,Alle,Alle,lukket,10133
2015,UH,Alle,lukket,7102
2015,Institutt,Alle,lukket,1773
2015,Helse,Alle,lukket,1381
2015,Alle,Realfag og teknologi,lukket,3801
2015,Alle,Medisin og helsefag,lukket,2599
2015,Alle,Samfunnsvitenskap,lukket,2165
2015,Alle,Humaniora,lukket,1345
2015,UH,Realfag og teknologi,lukket,2577
2015,UH,Medisin og helsefag,lukket,1949
2015,UH,Samfunnsvitenskap,lukket,1570
2015,UH,Humaniora,lukket,1042
2015,Institutt,Realfag og teknologi,lukket,709
2015,Institutt,Medisin og helsefag,lukket,455
2015,Institutt,Samfunnsvitenskap,lukket,405
2015,Institutt,Humaniora,lukket,230
2015,Helse,Realfag og teknologi,lukket,516
2015,Helse,Medisin og helsefag,lukket,364
2015,Helse,Samfunnsvitenskap,lukket,317
2015,Helse,Humaniora,lukket,205
2016,Alle,Alle,diamant,934
2016,UH,Alle,diamant,697
2016,Institutt,Alle,diamant,93
2016,Helse,Alle,diamant,134
2016,Alle,Realfag og teknologi,diamant,326
2016,Alle,Medisin og helsefag,diamant,247
2016,Alle,Samfunnsvitenskap,diamant,243
2016,Alle,Humaniora,diamant,134
2016,UH,Realfag og teknologi,diamant,225
2016,UH,Medisin og helsefag,diamant,176
2016,UH,Samfunnsvitenskap,diamant,180
2016,UH,Humaniora,diamant,102
2016,Institutt,Realfag og teknologi,diamant,35
2016,Institutt,Medisin og helsefag,diamant,25
2016,Institutt,Samfunnsvitenskap,diamant,24
2016,Institutt,Humaniora,diamant,13
2016,Helse,Realfag og teknologi,diamant,46
2016,Helse,Medisin og helsefag,diamant,32
2016,Helse,Samfunnsvitenskap,diamant,33
2016,Helse,Humaniora,diamant,21
2016,Alle,Alle,gull,3581
2016,UH,Alle,gull,2629
2016,Institutt,Alle,gull,438
2016,Helse,Alle,gull,601
2016,Alle,Realfag og teknologi,gull,1458
2016,Alle,Medisin og helsefag,gull,1200
2016,Alle,Samfunnsvitenskap,gull,626
2016,Alle,Humaniora,gull,286
2016,UH,Realfag og teknologi,gull,951
2016,UH,Medisin og helsefag,gull,905
2016,UH,Samfunnsvitenskap,gull,384
2016,UH,Humaniora,gull,211
2016,Institutt,Realfag og teknologi,gull,196
2016,Institutt,Medisin og helsefag,gull,150
2016,Institutt,Samfunnsvitenskap,gull,78
2016,Institutt,Humaniora,gull,35
2016,Helse,Realfag og teknologi,gull,266
2016,Helse,Medisin og helsefag,gull,214
2016,Helse,Samfunnsvitenskap,gull,94
2016,Helse,Humaniora,gull,46
2016,Alle,Alle,hybrid,1464
2016,UH,Alle,hybrid,1105
2016,Institutt,Alle,hybrid,204
2016,Helse,Alle,hybrid,214
2016,Alle,Realfag og teknologi,hybrid,629
2016,Alle,Medisin og helsefag,hybrid,469
2016,Alle,Samfunnsvitenskap,hybrid,297
2016,Alle,Humaniora,hybrid,124
2016,UH,Realfag og teknologi,hybrid,477
2016,UH,Medisin og helsefag,hybrid,323
2016,UH,Samfunnsvitenskap,hybrid,220
2016,UH,Humaniora,hybrid,84
2016,Institutt,Realfag og teknologi,hybrid,92
2016,Institutt,Medisin og helsefag,hybrid,62
2016,Institutt,Samfunnsvitenskap,hybrid,44
2016,Institutt,Humaniora,hybrid,17
2016,Helse,Realfag og teknologi,hybrid,86
2016,Helse,Medisin og helsefag,hybrid,59
2016,Helse,Samfunnsvitenskap,hybrid,39
2016,Helse,Humaniora,hybrid,17
2016,Alle,Alle,hybrid_avtale,0
2016,UH,Alle,hybrid_avtale,0
2016,Institutt,Alle,hybrid_avtale,0
2016,Helse,Alle,hybrid_avtale,0
2016,Alle,Realfag og teknologi,hybrid_avtale,0
2016,Alle,Medisin og helsefag,hybrid_avtale,0
2016,Alle,Samfunnsvitenskap,hybrid_avtale,0
2016,Alle,Humaniora,hybrid_avtale,0
2016,UH,Realfag og teknologi,hybrid_avtale,0
2016,UH,Medisin og helsefag,hybrid_avtale,0
2016,UH,Samfunnsvitenskap,hybrid_avtale,0
2016,UH,Humaniora,hybrid_avtale,0
2016,Institutt,Realfag og teknologi,hybrid_avtale,0
2016,Institutt,Medisin og helsefag,hybrid_avtale,0
2016,Institutt,Samfunnsvitenskap,hybrid_avtale,0
2016,Institutt,Humaniora,hybrid_avtale,0
2016,Helse,Realfag og teknologi,hybrid_avtale,0
2016,Helse,Medisin og helsefag,hybrid_avtale,0
2016,Helse,Samfunnsvitenskap,hybrid_avtale,0
2016,Helse,Humaniora,hybrid_avtale,0
2016,Alle,Alle,grønn,3617
2016,UH,Alle,grønn,2523
2016,Institutt,Alle,grønn,439
2016,Helse,Alle,grønn,818
2016,Alle,Realfag og teknologi,grønn,1367
2016,Alle,Medisin og helsefag,grønn,1125
2016,Alle,Samfunnsvitenskap,grønn,782
2016,Alle,Humaniora,grønn,404
2016,UH,Realfag og teknologi,grønn,834
2016,UH,Medisin og helsefag,grønn,752
2016,UH,Samfunnsvitenskap,grønn,562
2016,UH,Humaniora,grønn,312
2016,Institutt,Realfag og teknologi,grønn,154
2016,Institutt,Medisin og helsefag,grønn,137
2016,Institutt,Samfunnsvitenskap,grønn,96
2016,Institutt,Humaniora,grønn,53
2016,Helse,Realfag og teknologi,grønn,270
2016,Helse,Medisin og helsefag,grønn,225
2016,Helse,Samfunnsvitenskap,grønn,173
2016,Helse,Humaniora,grønn,86
2016,Alle,Alle,deponert,7
2016,UH,Alle,deponert,5
2016,Institutt,Alle,deponert,1
2016,Helse,Alle,deponert,1
2016,Alle,Realfag og teknologi,deponert,3
2016,Alle,Medisin og helsefag,deponert,2
2016,Alle,Samfunnsvitenskap,deponert,1
2016,Alle,Humaniora,deponert,1
2016,UH,Realfag og teknologi,deponert,2
2016,UH,Medisin og helsefag,deponert,1
2016,UH,Samfunnsvitenskap,deponert,1
2016,UH,Humaniora,deponert,1
2016,Institutt,Realfag og teknologi,deponert,0
2016,Institutt,Medisin og helsefag,deponert,0
2016,Institutt,Samfunnsvitenskap,deponert,0
2016,Institutt,Humaniora,deponert,0
2016,Helse,Realfag og teknologi,deponert,0
2016,Helse,Medisin og helsefag,deponert,0
2016,Helse,Samfunnsvitenskap,deponert,0
2016,Helse,Humaniora,deponert,0
2016,Alle,Alle,lukket,9648
2016,UH,Alle,lukket,6450
2016,Institutt,Alle,lukket,1798
2016,Helse,Alle,lukket,1413
2016,Alle,Realfag og teknologi,lukket,3539
2016,Alle,Medisin og helsefag,lukket,2362
2016,Alle,Samfunnsvitenskap,lukket,1980
2016,Alle,Humaniora,lukket,1358
2016,UH,Realfag og teknologi,lukket,2742
2016,UH,Medisin og helsefag,lukket,1655
2016,UH,Samfunnsvitenskap,lukket,1487
2016,UH,Humaniora,lukket,970
2016,Institutt,Realfag og teknologi,lukket,680
2016,Institutt,Medisin og helsefag,lukket,474
2016,Institutt,Samfunnsvitenskap,lukket,416
2016,Institutt,Humaniora,lukket,229
2016,Helse,Realfag og teknologi,lukket,464
2016,Helse,Medisin og helsefag,lukket,327
2016,Helse,Samfunnsvitenskap,lukket,275
2016,Helse,Humaniora,lukket,196
2017,Alle,Alle,diamant,1115
2017,UH,Alle,diamant,844
2017,Institutt,Alle,diamant,107
2017,Helse,Alle,diamant,172
2017,Alle,Realfag og teknologi,diamant,405
2017,Alle,Medisin og helsefag,diamant,266
2017,Alle,Samfunnsvitenskap,diamant,283
2017,Alle,Humaniora,diamant,173
2017,UH,Realfag og teknologi,diamant,270
2017,UH,Medisin og helsefag,diamant,222
2017,UH,Samfunnsvitenskap,diamant,228
2017,UH,Humaniora,diamant,116
2017,Institutt,Realfag og teknologi,diamant,35
2017,Institutt,Medisin og helsefag,diamant,27
2017,Institutt,Samfunnsvitenskap,diamant,29
2017,Institutt,Humaniora,diamant,18
2017,Helse,Realfag og teknologi,diamant,57
2017,Helse,Medisin og helsefag,diamant,44
2017,Helse,Samfunnsvitenskap,diamant,38
2017,Helse,Humaniora,diamant,26
2017,Alle,Alle,gull,4250
2017,UH,Alle,gull,3028
2017,Institutt,Alle,gull,522
2017,Helse,Alle,gull,750
2017,Alle,Realfag og teknologi,gull,1783
2017,Alle,Medisin og helsefag,gull,1508
2017,Alle,Samfunnsvitenskap,gull,684
2017,Alle,Humaniora,gull,363
2017,UH,Realfag og teknologi,gull,1257
2017,UH,Medisin og helsefag,gull,1009
2017,UH,Samfunnsvitenskap,gull,499
2017,UH,Humaniora,gull,232
2017,Institutt,Realfag og teknologi,gull,221
2017,Institutt,Medisin og helsefag,gull,187
2017,Institutt,Samfunnsvitenskap,gull,100
2017,Institutt,Humaniora,gull,47
2017,Helse,Realfag og teknologi,gull,266
2017,Helse,Medisin og helsefag,gull,276
2017,Helse,Samfunnsvitenskap,gull,126
2017,Helse,Humaniora,gull,62
2017,Alle,Alle,hybrid,1664
2017,UH,Alle,hybrid,1233
2017,Institutt,Alle,hybrid,231
2017,Helse,Alle,hybrid,241
2017,Alle,Realfag og teknologi,hybrid,744
2017,Alle,Medisin og helsefag,hybrid,483
2017,Alle,Samfunnsvitenskap,hybrid,347
2017,Alle,Humaniora,hybrid,134
2017,UH,Realfag og teknologi,hybrid,502
2017,UH,Medisin og helsefag,hybrid,355
2017,UH,Samfunnsvitenskap,hybrid,251
2017,UH,Humaniora,hybrid,91
2017,Institutt,Realfag og teknologi,hybrid,105
2017,Institutt,Medisin og helsefag,hybrid,75
2017,Institutt,Samfunnsvitenskap,hybrid,43
2017,Institutt,Humaniora,hybrid,20
2017,Helse,Realfag og teknologi,hybrid,93
2017,Helse,Medisin og helsefag,hybrid,69
2017,Helse,Samfunnsvitenskap,hybrid,48
2017,Helse,Humaniora,hybrid,18
2017,Alle,Alle,hybrid_avtale,0
2017,UH,Alle,hybrid_avtale,0
2017,Institutt,Alle,hybrid_avtale,0
2017,Helse,Alle,hybrid_avtale,0
2017,Alle,Realfag og teknologi,hybrid_avtale,0
2017,Alle,Medisin og helsefag,hybrid_avtale,0
2017,Alle,Samfunnsvitenskap,hybrid_avtale,0
2017,Alle,Humaniora,hybrid_avtale,0
2017,UH,Realfag og teknologi,hybrid_avtale,0
